B04	B03	B28	B29	B05	B07	B06	B08	B13	B09	B10	B12	B23	B16	B02	B19	B20	B21	B22	B14	B24	B25	B26	B27
書目識別號(不得修改)	書名	並列題名	分類號類型	分類號	作者	作者號	版本	語言別	出版地	出版社	出版年	裝訂別	價格	ISBN	面寬數	高寬	圖表	附件	稽核項	集叢項	附註項	主題項	追尋項
B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00000327	000310	複製豬	報廢		一般圖書			c1		"本館藏書	"				91-05-14
00000328	000311	數是怎麼來的?	報廢		一般圖書			v1		"本館藏書	"				91-05-14
00000329	000312	親愛的奶娃	報廢		一般圖書			c1		"本館藏書	"				91-05-14
00000330	000313	親愛的奶娃	報廢		一般圖書			c2		"本館藏書	"				91-05-14
00000331	000314	台灣蜥蝪自然誌	館內架上		一般圖書			C1		"本館藏書	"				91-05-16
00000332	000315	台灣賞蟹情報	報廢	一般館藏	一般圖書		v.12			"本館藏書	"	購買			91-05-16
00000333	000316	台灣賞蟹筆記	館內架上		一般圖書			c1		"本館藏書	"				91-05-16
00000334	000317	台灣新野菜主義	館內架上		一般圖書			c1		"本館藏書	"				91-05-16
00000335	000318	樹木家族	館內架上		一般圖書			c1		"本館藏書	"				91-05-16
00000336	000319	實用鄉土植物	館內架上		一般圖書			c1		"本館藏書	"				91-05-16
00000337	000320	海闊天空	館內架上		一般圖書			c1		"本館藏書	"				91-05-16
00000338	000321	跨世紀希望工程師	報廢		一般圖書			c1		"本館藏書	"				91-05-16
00000339	000322	春風新竹	報廢		一般圖書			c1		"本館藏書	"				91-05-16
00000340	000323	春風新竹	報廢		一般圖書			c2		"本館藏書	"				91-05-16
00000341	000324	大甲之旅	報廢		一般圖書			c1		"本館藏書	"				91-05-16
00000342	000325	大甲之旅	報廢		一般圖書			c2		"本館藏書	"				91-05-16
00000343	000326	走過e夏	報廢		一般圖書			c1		"本館藏書	"				91-05-16
00000344	000327	走過e夏	報廢		一般圖書			c2		"本館藏書	"				91-05-16
00000345	000328	古代爬蟲類動物	報廢		一般圖書			c1		"本館藏書	"				91-05-16
00000346	000329	古代爬蟲類動物	報廢		一般圖書			c2		"本館藏書	"				91-05-16
00000347	000330	飛翔的島嶼--馬祖	報廢		一般圖書			c1		"本館藏書	"				91-05-21
00000348	000332	飛翔的島嶼--馬祖	報廢		一般圖書			c2		"本館藏書	"				91-05-21
00000349	000333	天馬的傳說	報廢		一般圖書			c1		"本館藏書	"				91-05-21
00000350	000334	天馬的傳說	報廢		一般圖書			c2		"本館藏書	"				91-05-21
00000351	000335	引水思源	報廢		一般圖書			c1		"本館藏書	"				91-05-21
00000352	000336	引水思源	報廢		一般圖書			c2		"本館藏書	"				91-05-21
00000353	000337	四季詩情	館內架上		一般圖書					"本館藏書	"				91-05-21
00000354	000338	小牛頓科學百科 1(新修訂版)	館內架上		一般圖書			v1		"本館藏書	"				91-05-28
00000355	000339	小牛頓科學百科 1(新修訂版)	館內架上		一般圖書			V2		"本館藏書	"				91-05-28
00000356	000340	小牛頓科學百科 1(新修訂版)	館內架上		一般圖書			V3		"本館藏書	"				91-05-28
00000357	000341	小牛頓科學百科 1(新修訂版)	館內架上		一般圖書			V4		"本館藏書	"				91-05-28
00000358	000342	小牛頓科學百科 1(新修訂版)	館內架上		一般圖書			V5		"本館藏書	"				91-05-28
00000359	000343	小牛頓科學百科 1(新修訂版)	館內架上		一般圖書			V6		"本館藏書	"				91-05-28
00000360	000344	小牛頓數學百科 1	館內架上		一般圖書			v1		"本館藏書	"				91-05-28
00000361	000345	小牛頓數學百科 1	館內架上		一般圖書			V2		"本館藏書	"				91-05-28
00000362	000346	小牛頓數學百科 1	館內架上		一般圖書			V3		"本館藏書	"				91-05-28
00000363	000347	小牛頓數學百科 1	館內架上		一般圖書			V4		"本館藏書	"				91-05-28
00000364	000348	小牛頓數學百科 1	館內架上		一般圖書			V5		"本館藏書	"				91-05-28
00000365	000349	小牛頓數學百科 1	館內架上		一般圖書			V6		"本館藏書	"				91-05-28
00000366	000350	新編國語日報辭典	館內架上		一般圖書			C1		"本館藏書	"				91-05-29
00000367	000350	新編國語日報辭典	館內架上		一般圖書			C2		"本館藏書	"				91-05-29
00000368	000351	台灣鄉土藝術導賞教學手冊	報廢		一般圖書			c1		"本館藏書	"				91-05-30
00000369	000352	台灣兒童畫導賞	館內架上		一般圖書			c1		"本館藏書	"				91-05-30
00000370	000353	台灣兒童圖畫書導賞	館內架上		一般圖書			c1		"本館藏書	"				91-05-30
00000371	000354	寄情眷村時	報廢		一般圖書			c1		"本館藏書	"				91-05-30
00000372	000355	自然保護概論	報廢		一般圖書			c1		"本館藏書	"				91-05-30
00000373	000356	楷書岳陽樓記	館內架上		一般圖書			c1		"本館藏書	"				91-05-30
00000374	000357		館內架上		一般圖書					"本館藏書	"				91-05-31
00000375	000358	台灣的歷史.1	報廢		一般圖書			V1		"本館藏書	"				91-05-31
00000376	000359	台灣的歷史.2	報廢		一般圖書			V2		"本館藏書	"				91-05-31
00000377	000360	台灣的歷史.3	報廢		一般圖書			V3		"本館藏書	"				91-05-31
00000378	000361	台灣的歷史.7	報廢		一般圖書			V7		"本館藏書	"				91-05-31
00000379	000362	台灣的歷史.4	報廢		一般圖書			V4		"本館藏書	"				91-05-31
00000380	000363	台灣的歷史.5	報廢		一般圖書			V5		"本館藏書	"				91-05-31
00000381	000364	台灣的歷史.6	報廢		一般圖書			V6		"本館藏書	"				91-05-31
00000382	000365	台灣的歷史.8	報廢		一般圖書			V8		"本館藏書	"				91-05-31
00000383	000366	台灣的歷史.9	報廢		一般圖書			V9		"本館藏書	"				91-05-31
00000384	000367	台灣的歷史.10	報廢		一般圖書			V10		"本館藏書	"				91-05-31
00000385	000368	台灣的歷史.11	報廢		一般圖書			V11		"本館藏書	"				91-05-31
00000386	000369	台灣的歷史.12	報廢		一般圖書			V12		"本館藏書	"				91-05-31
00000387	000370	你今天心情不好嗎？	館內架上		一般圖書			c1		"本館藏書	"				91-05-31
00000388	000370	你今天心情不好嗎？	報廢		一般圖書			C2		"本館藏書	"				91-05-31
00000389	000293	用愛心說實話	館內架上		一般圖書			C19		"本館藏書	"				91-06-03
00000390	000293	用愛心說實話	館內架上		一般圖書			C20		"本館藏書	"				91-06-03
00000391	000371	不需要名字的水鳥	報廢		一般圖書					"本館藏書	"				91-06-03
00000392	000372	愛心樹	館內架上		一般圖書					"本館藏書	"				91-06-03
00000393	000097	誰要一隻便宜的犀年	館內架上		一般圖書			V2C1		"本館藏書	"				91-06-03
00000394	000374	少年小樹之歌	館內架上		一般圖書			c1		"本館藏書	"				91-06-03
00000395	000374	少年小樹之歌	館內架上		一般圖書			C2		"本館藏書	"				91-06-03
00000396	000377	狼的眼睛	館內架上		一般圖書			V29		"本館藏書	"				91-06-03
00000397	000378	大海在哪裡	館內架上		一般圖書			V28		"本館藏書	"				91-06-03
00000398	000379	白楊樹之秋	館內架上		一般圖書			V27		"本館藏書	"				91-06-03
00000399	000380	當石頭還是鳥的時候	館內架上		一般圖書			V26		"本館藏書	"				91-06-03
00000400	000381	一隻老狗的流浪	館內架上		一般圖書			V25		"本館藏書	"				91-06-03
00000401	000382	但願我不是一隻小鳥	館內架上		一般圖書			V24		"本館藏書	"				91-06-03
00000402	000389	少年桑奇之愛	館內架上		一般圖書			V23		"本館藏書	"				91-06-03
00000403	000390	遇見詩人艾蜜莉	館內架上		一般圖書			V22		"本館藏書	"				91-06-03
00000404	000391	媽媽爸爸我和她	館內架上		一般圖書			v21		"本館藏書	"				91-06-03
00000405	000392	收藏天空的記憶	館內架上		一般圖書			V20		"本館藏書	"				91-06-03
00000406	000393	藍色的湖水，今天是綠的	館內架上		一般圖書			V19		"本館藏書	"				91-06-04
00000407	000394	離家一夜	館內架上		一般圖書			V18		"本館藏書	"				91-06-04
00000408	000395	夏之庭	館內架上		一般圖書			V16		"本館藏書	"				91-06-04
00000409	000396	貓狗都是最好的朋友	館內架上		一般圖書			V17		"本館藏書	"				91-06-04
00000410	000398	手塚治虫	館內架上		一般圖書			V15		"本館藏書	"				91-06-04
00000411	000399	巴黎釣手尤納斯	館內架上		一般圖書			V14		"本館藏書	"				91-06-04
00000412	000400	烤箱裡的鸚鵡	館內架上		一般圖書			V13		"本館藏書	"				91-06-04
00000413	000401	當世界年紀還小的時後	館內架上		一般圖書			V12		"本館藏書	"				91-06-04
00000414	000403	原來如此的故事	館內架上		一般圖書			V11		"本館藏書	"				91-06-04
00000415	000404	大馬士革之夜	館內架上		一般圖書			V30		"本館藏書	"				91-06-04
00000416	000405	臺灣的森林	館內架上		一般圖書			V10		"本館藏書	"				91-06-04
00000417	000406	森林的誕生	館內架上		一般圖書			V9		"本館藏書	"				91-06-04
00000418	000407	草原的朋友	館內架上		一般圖書			V8		"本館藏書	"				91-06-04
00000419	000408	黑貓尼祿	館內架上		一般圖書			V7		"本館藏書	"				91-06-04
00000420	000409	擁抱海洋	館內架上		一般圖書			V6		"本館藏書	"				91-06-04
00000421	000410	兩個女人	報廢		一般圖書			V5		"本館藏書	"				91-06-04
00000422	000411	小國王十二月	館內架上		一般圖書			V4		"本館藏書	"				91-06-04
00000423	000412	我看見女王	館內架上		一般圖書			V3		"本館藏書	"				91-06-04
00000424	000413	孟納生的夢	館內架上		一般圖書			V2		"本館藏書	"				91-06-04
00000425	000414	大海的朋友	館內架上		一般圖書			V1		"本館藏書	"				91-06-04
00000426	000415	我家開戲院	報廢		一般圖書			V1		"本館藏書	"				91-06-04
00000427	000416	台灣人的歷史童話1	館內架上		一般圖書			V1C1		"本館藏書	"				91-06-07
00000428	000416	台灣人的歷史童話1	報廢		一般圖書			V1C2		"本館藏書	"				91-06-07
00000429	000417	台灣人的歷史童話2	館內架上		一般圖書			V2C1		"本館藏書	"				91-06-07
00000430	000417	台灣人的歷史童話2	報廢		一般圖書			V2C2		"本館藏書	"				91-06-07
00000431	000418	台灣人的歷史童話3	館內架上		一般圖書			V3C1		"本館藏書	"				91-06-07
00000432	000418	台灣人的歷史童話3	報廢		一般圖書			V3C2		"本館藏書	"				91-06-07
00000433	000419	台灣人的歷史童話4	館內架上		一般圖書			V4C1		"本館藏書	"				91-06-07
00000434	000419	台灣人的歷史童話4	已被預約		一般圖書			V4C2		"本館藏書	"				91-06-07
00000435	000420	台灣人的歷史童話5	館內架上		一般圖書			V5C1		"本館藏書	"				91-06-07
00000436	000420	台灣人的歷史童話5	報廢		一般圖書			V5C2		"本館藏書	"				91-06-07
00000437	000421	大黑蟻	報廢		一般圖書			v4		"本館藏書	"				91-06-11
00000438	000422	月球	報廢		一般圖書			v7		"本館藏書	"				91-06-11
00000439	000423	金線蛙	報廢		一般圖書			v17		"本館藏書	"				91-06-11
00000440	000424	星座	報廢		一般圖書			v10		"本館藏書	"				91-06-11
00000441	000425	恐龍	報廢		一般圖書			v15		"本館藏書	"				91-06-11
00000442	000426	紋白蝶	報廢		一般圖書			v1		"本館藏書	"				91-06-11
00000443	000427	牽牛花	報廢		一般圖書			v2		"本館藏書	"				91-06-11
00000444	000428	無尾熊與貓熊	報廢		一般圖書			v3		"本館藏書	"				91-06-11
00000445	000429	獅子	館內架上		一般圖書			v11		"本館藏書	"				91-06-11
00000446	000430	蒲公英	報廢		一般圖書			v5		"本館藏書	"				91-06-11
00000447	000431	蜜蜂	報廢		一般圖書			v16		"本館藏書	"				91-06-11
00000448	000432	蜻蜓	報廢		一般圖書			v12		"本館藏書	"				91-06-11
00000449	000433	稻子	報廢		一般圖書			v18		"本館藏書	"				91-06-11
00000450	000434	蝸牛	報廢		一般圖書			v6		"本館藏書	"				91-06-11
00000451	000435	蟪蛄	報廢		一般圖書			v9		"本館藏書	"				91-06-11
00000452	000436	燕子	報廢		一般圖書			v14		"本館藏書	"				91-06-11
00000453	000437	獨角仙	報廢		一般圖書			v8		"本館藏書	"				91-06-11
00000454	000438	蟪蛄	報廢		一般圖書					"本館藏書	"				91-06-11
00000455	000172	童書非童書	報廢		一般圖書			V1C2		"本館藏書	"				91-06-14
00000456	000439	童書是童書	報廢		一般圖書			V5C1		"本館藏書	"				91-06-14
00000457	000440	草鞋裡有神	報廢		一般圖書			V1		"本館藏書	"				91-06-14
00000458	000441	小白帽	報廢		一般圖書			V2		"本館藏書	"				91-06-14
00000459	000442	壯族的織錦	報廢		一般圖書			V4		"本館藏書	"				91-06-14
00000460	000443	麻磁樹	報廢		一般圖書			V5		"本館藏書	"				91-06-14
00000461	000444	買手套	報廢		一般圖書			V6		"本館藏書	"				91-06-14
00000462	000445	小熊阿福	報廢		一般圖書			V7		"本館藏書	"				91-06-14
00000463	000446	蘇和的白馬	報廢		一般圖書			V8		"本館藏書	"				91-06-14
00000464	000447	獨耳大鹿	報廢		一般圖書			V9		"本館藏書	"				91-06-14
00000465	000448	龍宮的水缸	報廢		一般圖書			V10		"本館藏書	"				91-06-14
00000466	000449	吉四六的故事	報廢		一般圖書			V11		"本館藏書	"				91-06-14
00000467	000450	貝殼	報廢		一般圖書			V12		"本館藏書	"				91-06-14
00000468	000451	白賊七	報廢		一般圖書			V1		"本館藏書	"				91-06-14
00000469	000452	好鼻師	報廢		一般圖書			V10		"本館藏書	"				91-06-14
00000470	000453	李田螺	報廢		一般圖書			V6		"本館藏書	"				91-06-14
00000471	000454	火種	報廢		一般圖書			V11		"本館藏書	"				91-06-14
00000472	000455	虎姑婆	報廢		一般圖書			V3		"本館藏書	"				91-06-14
00000473	000456	水鬼城煌	報廢		一般圖書			V9		"本館藏書	"				91-06-14
00000474	000457	懶人變猴子	報廢		一般圖書			V5		"本館藏書	"				91-06-14
00000475	000458	神鳥克雷克	報廢		一般圖書			V2		"本館藏書	"				91-06-14
00000476	000459	賣香屁	報廢		一般圖書			V12		"本館藏書	"				91-06-14
00000477	000460	能高山	報廢		一般圖書			V8		"本館藏書	"				91-06-14
00000478	000461	仙奶泉	報廢		一般圖書			V7		"本館藏書	"				91-06-14
00000479	000462	女人島	報廢		一般圖書			V4		"本館藏書	"				91-06-14
00000480	000463	台南府城	報廢		一般圖書			V10		"本館藏書	"				91-06-17
00000481	000464	鹽水蜂炮	報廢		一般圖書			V1		"本館藏書	"				91-06-17
00000482	000465	媽祖回娘家	報廢		一般圖書			V2		"本館藏書	"				91-06-17
00000483	000466	鹿港百工圖	報廢		一般圖書			V9		"本館藏書	"				91-06-17
00000484	000467	東港王船祭	館內架上		一般圖書			v12		"本館藏書	"				91-06-17
00000485	000468	台灣童謠	報廢		一般圖書			V5		"本館藏書	"				91-06-17
00000486	000469	阿美族豐年祭	報廢		一般圖書			V3		"本館藏書	"				91-06-17
00000487	000470	排彎族婚禮	報廢		一般圖書			V7		"本館藏書	"				91-06-17
00000488	000471	台北三百年	報廢		一般圖書			V11C1		"本館藏書	"				91-06-17
00000489	000472	鹿港龍山寺	報廢		一般圖書			V6		"本館藏書	"				91-06-17
00000490	000473	台灣民宅	報廢		一般圖書			V4C1		"本館藏書	"				91-06-17
00000491	000474	亦宛然布袋戲	館內架上		一般圖書			V8		"本館藏書	"				91-06-17
00000492	000473	台灣民宅	報廢		一般圖書			V4C2		"本館藏書	"				91-06-17
00000493	000471	台北三百年	報廢		一般圖書			V11C2		"本館藏書	"				91-06-17
00000494	000476	阿古登巴的故事	館內架上		一般圖書			V1		"本館藏書	"				91-06-17
00000495	000477	江格爾	館內架上		一般圖書			V2		"本館藏書	"				91-06-17
00000496	000478	機智人的故事	館內架上		一般圖書			V4		"本館藏書	"				91-06-17
00000497	000479	動物的故事	館內架上		一般圖書			V5		"本館藏書	"				91-06-17
00000498	000480	蒙古的傳統故事	館內架上		一般圖書			V6		"本館藏書	"				91-06-17
00000499	000481	城南舊事	館內架上		一般圖書			V1		"本館藏書	"				91-06-18
00000500	000482	城南舊事	館內架上		一般圖書			V2		"本館藏書	"				91-06-18
00000501	000483	城南舊事	館內架上		一般圖書			V3		"本館藏書	"				91-06-18
00000502	000485	中國歷史故事	報廢		一般圖書			V1		"本館藏書	"				91-06-18
00000503	000486	中國歷史故事	報廢		一般圖書			V2		"本館藏書	"				91-06-18
00000504	000487	中國歷史故事	報廢		一般圖書			V3		"本館藏書	"				91-06-18
00000505	000488	中國歷史故事	報廢		一般圖書			V4		"本館藏書	"				91-06-18
00000506	000489	中國歷史故事	館內架上		一般圖書			V5		"本館藏書	"				91-06-18
00000507	000490	台灣民間故事	報廢		一般圖書			V1		"本館藏書	"				91-06-21
00000508	000491	台灣民間故事	報廢		一般圖書			V2		"本館藏書	"				91-06-21
00000509	000492	台灣民間故事	報廢		一般圖書			V3		"本館藏書	"				91-06-21
00000510	000493	台灣民間故事	報廢		一般圖書			V4		"本館藏書	"				91-06-21
00000511	000494	台灣民間故事	報廢		一般圖書			V5		"本館藏書	"				91-06-21
00000512	000495	中國民間故事	已被預約		一般圖書			V1		"本館藏書	"				91-06-21
00000513	000496	中國民間故事	報廢		一般圖書			V2		"本館藏書	"				91-06-21
00000514	000497	中國民間故事	報廢		一般圖書			V3		"本館藏書	"				91-06-21
00000515	000498	中國民間故事	報廢		一般圖書			V4		"本館藏書	"				91-06-21
00000516	000499	中國民間故事	報廢		一般圖書			V5		"本館藏書	"				91-06-21
00000517	000500	中國成語故事	報廢		一般圖書			V1		"本館藏書	"				91-06-24
00000518	000501	中國成語故事	已被預約		一般圖書			V2		"本館藏書	"				91-06-24
00000519	000502	中國成語故事	報廢		一般圖書			V3		"本館藏書	"				91-06-24
00000520	000503	中國成語故事	報廢		一般圖書			V4		"本館藏書	"				91-06-24
00000521	000504	中國成語故事	報廢		一般圖書			V5		"本館藏書	"				91-06-24
00000522	000505	中國寓言故事	報廢		一般圖書			V1		"本館藏書	"				91-06-24
00000523	000506	中國寓言故事	報廢		一般圖書			V2		"本館藏書	"				91-06-24
00000524	000507	中國寓言故事	報廢		一般圖書			V3		"本館藏書	"				91-06-24
00000525	000508	中國寓言故事	報廢		一般圖書			V4		"本館藏書	"				91-06-24
00000526	000509	中國寓言故事	報廢		一般圖書			V5		"本館藏書	"				91-06-24
00000527	000510	台灣地名故事	報廢		一般圖書			V1		"本館藏書	"				91-06-24
00000528	000511	台灣地名故事	報廢		一般圖書			V2		"本館藏書	"				91-06-24
00000529	000512	台灣地名故事	報廢		一般圖書			V3		"本館藏書	"				91-06-24
00000530	000513	台灣地名故事	報廢		一般圖書			V4		"本館藏書	"				91-06-24
00000531	000514	台灣地名故事	報廢		一般圖書			V5		"本館藏書	"				91-06-24
00000532	000516	芝麻開門-探索圖書館的寶藏	報廢		一般圖書			C1		"本館藏書	"				91-06-24
00000533	000516	芝麻開門-探索圖書館的寶藏	報廢		一般圖書			C2		"本館藏書	"				91-06-24
00000534	000517	中國神話故事	報廢		一般圖書			V1		"本館藏書	"				91-06-24
00000535	000518	中國神話故事	報廢		一般圖書			V2		"本館藏書	"				91-06-24
00000536	000519	中國神話故事	報廢		一般圖書			V3		"本館藏書	"				91-06-24
00000537	000520	中國神話故事	報廢		一般圖書			V4		"本館藏書	"				91-06-24
00000538	000521	中國神話故事	報廢		一般圖書			V5		"本館藏書	"				91-06-24
00000539	000522	食物故事	報廢		一般圖書			V1		"本館藏書	"				91-06-25
00000540	000523	食物故事	報廢		一般圖書			V2		"本館藏書	"				91-06-25
